row,subject,structure,text
2192,2_writing,1_pointer,?
2193,3_technical,2_copyedit,What model species did you use to test your hypothesis.
2194,2_writing,2_copyedit,This is confusing
2195,2_writing,2_copyedit,This explanation is unnecessary
2196,2_writing,4_specific,Be specific in your title. What were the effects that you found?
2197,2_writing,2_copyedit,remove
2198,3_technical,4_specific,There’s a name for this
2199,3_technical,4_specific,They were 4th instar larvae
2200,3_technical,4_specific,So if your p-value is significant than why was your hypothesis not supported?
2201,4_logic,3_general,You’re getting there but you can improve how you talk about this study
2202,3_technical,4_specific,"This was the reason for the mixing. Unless there is reason to believe a group member may not have mixed the IGR into the food well, I wouldn’t necessarily list this here."
2203,3_technical,4_specific,What is a root to shoot ratio? You need to explain new terms to an unfamiliar reader.
2204,3_technical,3_general,This is raw data and so doesn’t belong in the report
2205,3_technical,2_copyedit,I would just put your p-value in parentheses
2206,3_technical,3_general,Visit this link for citation issues: https://sites.google.com/a/wfu.edu/biocore-resources/3-resource-guide/3h-citing-sources
2207,3_technical,2_copyedit,What about standard deviation?
2208,3_technical,3_general,This was my comment in your draft to make you think about the way the results were written
2209,3_technical,2_copyedit,Incubator (at 27C)
2210,3_technical,4_specific,"What are your averages, standard devs, observations, trends?"
2211,3_technical,3_general,No Raw data please!
2212,2_writing,4_specific,Also not a primary resource
2213,2_writing,4_specific,I would try to include a sentence or 2 about the role of Ach in neuromuscular function.
2214,3_technical,4_specific,Move your statements about accept/reject null/alternate hypotheses from results to discussion section
2215,3_technical,4_specific,not a sufficient error (Discussion errors in procedure)
2216,3_technical,4_specific,Error bars don’t show how high the average is. They show how far away from the average the individual values are.
2217,2_writing,2_copyedit,remove
2218,3_technical,4_specific,This is not primary literature
2219,2_writing,4_specific,"No, we can’t copy/paste our intro and use it for our methods."
2220,4_logic,4_specific,"Why? What is the mechanism? Explaining this here, will allow you to move the last few sentences of your intro up here above your hypothesis and improve the flow of your introduction."
2221,3_technical,2_copyedit,"This is not a detailed or acceptable caption. Where is your figure number, title, description, and explanation of error bars?"
2222,3_technical,2_copyedit,mL?
2223,2_writing,2_copyedit,You can actually get rid of this sentence
2224,3_technical,4_specific,You can report this value
2225,4_logic,3_general,What is a possible mechanisms that can be tested?
2226,2_writing,2_copyedit,Not necessary
2227,4_logic,2_copyedit,You only need the state the alternative hypothesis.  And when you do you can just say “We hypothesize that…”
2228,3_technical,4_specific,You can summarize all of this to make it more concise. You need to state the averages and standard deviations of the groups. Also state the results of your statistical test
2229,3_technical,2_copyedit,The citation format is [last name : year]
2230,3_technical,4_specific,I think your standard bars are the same for both conditions. Did you use the custom option to specify the values of the standard deviation for each group?
2231,3_technical,4_specific,"Use standard error, not standard deviation. Standard error is standard deviation divided by the square root of sample size. Also why are the bars off center?Delete gridlines"
2232,3_technical,2_copyedit,Citation format is [last name : year]
2233,3_technical,3_general,"Don’t include raw data in lab reports. You can and should for lab notebooks, but not for reports"
2234,2_writing,2_copyedit,you can omit this
2235,3_technical,4_specific,Did you sterilize anything?
2236,4_logic,3_general,"You should look if your data support the hypothesis, not previous studies."
2237,2_writing,4_specific,"Try not to do this in the abstract, it’s fine to talk about error in the discussion but avoid it if possible in the abstract"
2238,3_technical,2_copyedit,% concentration?
2239,3_technical,4_specific,"You took % change of the average absorbances first, right? So that goes first!"
2240,3_technical,2_copyedit,It’s unicellular.
2241,3_technical,2_copyedit,Reference the corresponding figure here
2242,3_technical,2_copyedit,You also isolated the gastrocnemius muscle
2243,3_technical,2_copyedit,Tails?
2244,2_writing,3_general,Remove any language like this
2245,3_technical,4_specific,You forgot axis labels.
2246,4_logic,4_specific,How would you improve your current model to address this?
