"","subject","structure","text"
"2984","outgroup","outgroup","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise."
"2985","outgroup","ingroup","I suggest to remove this segment. “Photosynthesis is a very complex system with many..” can be an appropriate opening statement. Scientific journals are written for peers having similar knowledge background. So, the background knowledge on photosynthesis is not needed."
"2986","ingroup","ingroup","I would suggest to include your t-stat, degrees of freedom, p-value in parenthesis after indicating the treatment. Since ANOVA p values didn’t indicate any statistically significant results, I would either remove it or just state it in a single line. You mention that your control (chloroplast with no detergent) had highest photosynthesis. Include all the stat result in parenthesis. Of all the statistically insignificant results, pick few treatments that caught your attention or the ones that you stressed in discussion and include it here with the stat in parenthesis. Also, refer to any figure."
"2987","outgroup","outgroup","Informal. Consider revising."
"2988","outgroup","outgroup","Over a 30 minute period would be a better way to put it."
"2989","outgroup","outgroup","Revise"
"2990","outgroup","outgroup","Revise for better clarity"
"2991","ingroup","outgroup","Statistically insignificant. Careful with your wording. Revise you report with clear and precise statements with formal terms."
"2992","outgroup","ingroup","This goes in methods section. Basic Criteria #2 error"
"2993","outgroup","outgroup","You can actually combine these sentences and present it in a better way."
"2994","ingroup","ingroup","You should not introduce any new statistical test in the results section. Mention that you ran ANOVA at the end of the Methods section."
"2995","ingroup","ingroup","Another potential reason could be error in isolating the chloroplasts from the leaves. Recall that you didn’t actually record the relative density of chloroplast this time. Going through that step to ensure your sample actually had a high density of chloroplast would be an effective way to ensuring that you had chloroplast in your treatment to begin with."
"2996","outgroup","outgroup","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise."
"2997","outgroup","outgroup","Revise"
"2998","ingroup","outgroup","Check the citation format"
"2999","ingroup","ingroup","It’s unclear which color corresponds to which treatment. Need much more description in the figure captions"
"3000","ingroup","outgroup","“centrifugation”"
"3001","outgroup","outgroup","“rest of the 9…”Or alternatively just say “Nine tubes were…”"
"3002","outgroup","outgroup","Colloquial language"
"3003","ingroup","outgroup","Delete gridlinesMake the axes labels a little bigger so it’ll be easier to see"
"3004","ingroup","ingroup","How is this possible when the one-way ANOVA test showed insignificance? Insignificance from an ANOVA test implies insignificance between all groups"
"3005","ingroup","outgroup","Some comments I only marked once. For example, when I said to use the actual word “percentage” instead of the symbol “%,” be sure to apply it to the whole report."
"3006","outgroup","ingroup","This is confusing. So there was no significant difference between the three groups but there was?"
"3007","outgroup","outgroup","Try to avoid colloquial language"
"3008","ingroup","ingroup","Use standard error instead of standard deviation. Standard error is standard deviation divided by the square root of sample size"
"3009","outgroup","outgroup","Use the actual word"
"3010","ingroup","outgroup","We resuspended the pellet, not the supernatant"
"3011","ingroup","ingroup","You can state this as a general trend, but you can’t say this for sure since your results were insignificant"
"3012","outgroup","ingroup","“Herbicide treatment” or when treated with herbicide. Go through results and discussion sections to make necessary editing in order to convey the message in a much clearer way."
"3013","ingroup","ingroup","Another potential reason could be error in isolating the chloroplasts from the leaves. Recall that you didn’t actually record the relative density of chloroplast this time. Going through that step to ensure your sample actually had a high density of chloroplast would be an effective way to ensuring that you had chloroplast in your treatment to begin with."
"3014","outgroup","ingroup","Avoid stating any stat value in the abstract. You can rather say that the significant statistical difference was confirmed by one-way ANOVA test."
"3015","outgroup","outgroup","Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise."
"3016","outgroup","outgroup","Can you make your hypothesis more straight-forward and clearer?"
"3017","ingroup","ingroup","Citation? Does it refer to Oregon state 2018 or a new one?"
"3018","ingroup","outgroup","Control would be a better word choice"
