unique.record,report.id,sort,report.title,student,course,ta,lab,tag,type.TA,grade.TA,grading.time,Rank,hypothesis.ok,data.ok,citation.ok,interpretation.ok,organization.ok,techflaws.ok,writing.ok,comments.incorporated,ta.comment,code.subject,code.structure,code.locus,code.scope,code.tone,code.notes
Sp18.00679,R_10wvDFuhharsnKo,644,,Std_3efLeDKU,113,TA_bc8EVX09,allocation,first,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"True, but this claim would benefit from a citation",3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00680,R_10wvDFuhharsnKo,646,,Std_3efLeDKU,113,TA_bc8EVX09,allocation,first,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"You never really explain your results, just your line of reasoning for your hypothesis. You also need to connect your findings back to the big picture.",4. Logic and Thinking,Specific info,Directive,Within Report,Neutral,
Sp18.00681,R_10wvDFuhharsnKo,648,,Std_3efLeDKU,113,TA_bc8EVX09,allocation,first,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,You should not mention the null hypothesis in a lab report,3. Technical and Scientific,General info,Corrective,Within Report,Neutral,
Sp18.00682,R_10wvDFuhharsnKo,650,,Std_3efLeDKU,113,TA_bc8EVX09,allocation,first,Submission,B,10,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Alpha?,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00683,R_10YKAaL4C01BdBs,666,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Revision,B,3.5,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Good title,5. Praise or Concern,General info,Explanatory,Within Report,Positive,
Sp18.00684,R_10YKAaL4C01BdBs,667,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Revision,B,3.5,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,See my previous comment (No obvious prior source),8. No basis to judge,No basis to judge,Neutral,Within Report,Neutral,
Sp18.00685,R_10YKAaL4C01BdBs,668,,Std_P59ECO6v,114,TA_2R8KStqZ,frog,second,Revision,B,3.5,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat,Still not sure this is an accurate way to describe what you were measuring,3. Technical and Scientific,Idiomatic,Corrective,Within Report,Neutral,
Sp18.00686,R_117TfiNaLbOcoys,669,,Std_65ITLnai,214,TA_zoTYZxuS,photosynthesis,first,Submission,A,11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Good!,5. Praise or Concern,No basis to judge,Neutral,Within Report,Positive,
Sp18.00687,R_117TfiNaLbOcoys,670,,Std_65ITLnai,214,TA_zoTYZxuS,photosynthesis,first,Submission,A,11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Delete gridlines,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00688,R_117TfiNaLbOcoys,671,,Std_65ITLnai,214,TA_zoTYZxuS,photosynthesis,first,Submission,A,11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"Delete this, but do include the ANOVA test results as a figure/table",3. Technical and Scientific,Copy Correction,Directive,Within Report,Neutral,
Sp18.00689,R_117TfiNaLbOcoys,672,,Std_65ITLnai,214,TA_zoTYZxuS,photosynthesis,first,Submission,A,11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Good but don’t use the same exact sentences in the abstract as well. So either change the wording in the abstract a little bit or here in the intro.,2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00690,R_117TfiNaLbOcoys,673,,Std_65ITLnai,214,TA_zoTYZxuS,photosynthesis,first,Submission,A,11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Include the table contents in the methods and delete the table. Reagent tables are encouraged for lab notebooks but not reports,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00691,R_117TfiNaLbOcoys,674,,Std_65ITLnai,214,TA_zoTYZxuS,photosynthesis,first,Submission,A,11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"This is great! Though you got an A, there are a few comments that I made throughout your report, that I want you to fix for the revision. The biggest change would be for the methods, but that as well as the few other changes shouldn’t take long at all. Great job!",12. Narrative Comments,General info,Explanatory,Beyond Report,Positive,
Sp18.00692,R_117TfiNaLbOcoys,675,,Std_65ITLnai,214,TA_zoTYZxuS,photosynthesis,first,Submission,A,11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Title should VERY briefly state the main takeaway of your experiment,2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00693,R_117TfiNaLbOcoys,676,,Std_65ITLnai,214,TA_zoTYZxuS,photosynthesis,first,Submission,A,11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"Use standard error, not standard deviation",11. FLAG,Copy Correction,Corrective,Within Report,FLAG,
Sp18.00694,R_117TfiNaLbOcoys,677,,Std_65ITLnai,214,TA_zoTYZxuS,photosynthesis,first,Submission,A,11,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,You can continue to just “kale” instead since you’ve already identified it as the common name,3. Technical and Scientific,General info,Directive,Within Report,Neutral,
Sp18.00695,R_12AuJJ34RWV8VHx,678,,Std_ARZ2FzDG,114,TA_l0zDB5kQ,frog,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Grade:4Good job on the corrections!,12. Narrative Comments,General info,Corrective,Beyond Report,Positive,
Sp18.00696,R_12bhiZkGJn8Z7by,679,,Std_NNe5WfpA,114,TA_l0zDB5kQ,frog,second,Revision,C,10,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,"Grade: 2Rose, while you did make some of the corrections I recommended, you did not make all of them.  On top of that you flipped the treatment and control data and discussed that rather than the data you calculated.  ",12. Narrative Comments,Specific info,Directive,Beyond Report,Positive,
Sp18.00697,R_12bhiZkGJn8Z7by,680,,Std_NNe5WfpA,114,TA_l0zDB5kQ,frog,second,Revision,C,10,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,"In your results section you say that the experimental group has a shorter contraction time than the control, and in the figure you switch them.  Here in the discussion you conclude there was an increase in contraction time which contradicts your data and your lab groups data.",4. Logic and Thinking,Specific info,Corrective,Within Report,Neutral,
Sp18.00698,R_12bhiZkGJn8Z7by,681,,Std_NNe5WfpA,114,TA_l0zDB5kQ,frog,second,Revision,C,10,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,That is not what the data represents.,4. Logic and Thinking,General info,Corrective,Within Report,Neutral,
Sp18.00699,R_12bhiZkGJn8Z7by,682,,Std_NNe5WfpA,114,TA_l0zDB5kQ,frog,second,Revision,C,10,,Yes,Yes,Yes,Yes,Yes,No,No,Somewhat,This should be year published,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.0070,R_12Fu21JsS9gJgUg,683,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,“Of data from the other legs”,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00701,R_12Fu21JsS9gJgUg,684,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Add a concluding sentence about future directions/implications and ways to improve your experiment. ,2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00702,R_12Fu21JsS9gJgUg,685,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Don’t start with this. This section is also a bit method-y, so I would move it towards the end of the intro and take out the second sentence",2. Writing Quality,Specific info,Directive,Within Report,FLAG,
Sp18.00703,R_12Fu21JsS9gJgUg,686,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Hi Fritz, So overall I think you have all the correct info here, it’s just a little out of order or unclear. I made a bunch of comments on your intro that will hopefully help, and talked a bit about how to reword your discussion. Do these things and you should be in good shape! - C",12. Narrative Comments,General info,Directive,Within Report,Positive,
Sp18.00704,R_12Fu21JsS9gJgUg,687,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Also, add a concluding sentence",2. Writing Quality,Copy Correction,Directive,Within Report,Neutral,
Sp18.00705,R_12Fu21JsS9gJgUg,687,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"If you’re saying your hypothesis is supported, put your p-value in parentheses.",3. Technical and Scientific,Copy Correction,Directive,Within Report,Neutral,
Sp18.00706,R_12Fu21JsS9gJgUg,688,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Also, reference your figure",3. Technical and Scientific,Copy Correction,Directive,Within Report,Neutral,
Sp18.00707,R_12Fu21JsS9gJgUg,688,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Include some more data in here, such as the average threshold +/- a standard deviation for each group.",3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00708,R_12Fu21JsS9gJgUg,689,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,It didn’t based on your p-value though ,3. Technical and Scientific,General info,Directive,Within Report,Neutral,
Sp18.00709,R_12Fu21JsS9gJgUg,690,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Ok, so this section needs a little work. Here’s the thing – your hypothesis is not supported because your p-value is above 0.05. But, your sample size is extremely low, so if you had more frog legs that exhibited the same trend, your results probably would have been significant. I would write that, and then state the biological reasons why your trend might have been observed",4. Logic and Thinking,Specific info,Directive,Within Report,Negative-reasonable,
Sp18.00710,R_12Fu21JsS9gJgUg,691,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Put in the amount of legs you analyzed, so including the extra data you recieved",3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00711,R_12Fu21JsS9gJgUg,692,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Species name is lowercase,Scientific Name,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00712,R_12Fu21JsS9gJgUg,693,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,Start with and intro sentence and describe how acetylcholine normally functions in the cell ,2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00713,R_12Fu21JsS9gJgUg,694,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Also, just have your y-axis say “Twitch Threshold”, because just saying current is a bit confusing. ",3. Technical and Scientific,Copy Correction,Explanatory,Within Report,Neutral,
Sp18.00714,R_12Fu21JsS9gJgUg,694,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Second, I’m not sure those error bars are correct, as they look very similar for both bars.",3. Technical and Scientific,Copy Correction,Explanatory,Within Report,Neutral,
Sp18.00715,R_12Fu21JsS9gJgUg,694,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"Switch these columns so the control appears first, because that’s what you measured first.",3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00716,R_12Fu21JsS9gJgUg,695,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"This introduction doesn’t really flow the way it should. Start with a broad beginning talking about the neuromuscular system, then introduce your study organism, then talk about what specifically you will be doing and what you think will happen in the experiment. ",2. Writing Quality,Specific info,Directive,Within Report,FLAG,
Sp18.00717,R_12Fu21JsS9gJgUg,696,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"This should be the very last part of the intro. Your introduction should give me enough information that by the end of it, I agree with the hypothesis that you are presenting. ",2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00718,R_12Fu21JsS9gJgUg,697,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,What temperature does he recommend? Is it around room temperature? If so this doesn’t really apply,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00719,R_12Fu21JsS9gJgUg,698,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,What was the concentration of this chemical?,3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00720,R_12Fu21JsS9gJgUg,699,,Std_sSAj9YKg,114,TA_axAQrfTP,frog,second,Submission,C,16,,Yes,Yes,Yes,Yes,Yes,No,No,,"You mention three different chemicals in these two sentences. Pretty sure you guys did the nicotinic acetylcholine antagonist, also called tubocurarine. ",3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
Sp18.00721,R_12mQxkE9DssnQR7,700,,Std_rCbbcHSV,114,TA_rVWBLI1O,frog,second,Submission,A,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"As the same legs were used as the control and the experimental, I would recommend a paired t-test instead.",3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00722,R_12mQxkE9DssnQR7,701,,Std_rCbbcHSV,114,TA_rVWBLI1O,frog,second,Submission,A,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Make sure to include the number of pulses and width (how long the stimulus was applied for).,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00723,R_12zKsMFOy2mk1yI,702,,Std_Y5ZgWWSU,114,TA_l0zDB5kQ,frog,second,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Grade: 4Great report, good job!",12. Narrative Comments,General info,Neutral,Within Report,Positive,
Sp18.00724,R_1AhvYKMKk5bXPvv,703,,Std_I54L6pql,114,TA_2R8KStqZ,manduca,first,Revision,A,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good report!,5. Praise or Concern,General info,Neutral,Within Report,Positive,
Sp18.00725,R_1AIABAWxicNOjdP,704,,Std_QnFSxmzz,114,TA_kLMtS9Cu,manduca,first,Submission,B,21,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Briefly mention the main results in the Abstract,2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00726,R_1AIABAWxicNOjdP,705,,Std_QnFSxmzz,114,TA_kLMtS9Cu,manduca,first,Submission,B,21,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Can you be more specific?,2. Writing Quality,General info,Directive,Within Report,FLAG,
Sp18.00727,R_1AIABAWxicNOjdP,706,,Std_QnFSxmzz,114,TA_kLMtS9Cu,manduca,first,Submission,B,21,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Change the x-axis and this will not be necessary,3. Technical and Scientific,Copy Correction,Directive,Within Report,Neutral,
Sp18.00728,R_1AIABAWxicNOjdP,707,,Std_QnFSxmzz,114,TA_kLMtS9Cu,manduca,first,Submission,B,21,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Citation formatting,3. Technical and Scientific,Copy Correction,Corrective,Within Report,FLAG,
Sp18.00729,R_1AIABAWxicNOjdP,708,,Std_QnFSxmzz,114,TA_kLMtS9Cu,manduca,first,Submission,B,21,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Problem with error bars. They look the sameReconsider the x-axis,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00730,R_1AIABAWxicNOjdP,709,,Std_QnFSxmzz,114,TA_kLMtS9Cu,manduca,first,Submission,B,21,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Problem with error bars. They look the samex-axis,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00731,R_1AIABAWxicNOjdP,710,,Std_QnFSxmzz,114,TA_kLMtS9Cu,manduca,first,Submission,B,21,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Standard deviations? Mean and SD should be reported together. ,3. Technical and Scientific,General info,Corrective,Within Report,Neutral,
Sp18.00732,R_1AIABAWxicNOjdP,711,,Std_QnFSxmzz,114,TA_kLMtS9Cu,manduca,first,Submission,B,21,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Statistical grounds? Did you mean that the data did not support the hypothesis?,3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00733,R_1AIABAWxicNOjdP,712,,Std_QnFSxmzz,114,TA_kLMtS9Cu,manduca,first,Submission,B,21,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"This is not necessary here. They are different, so they should be different in the graphs",3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.00734,R_1AqPUPTwBTsTR1H,713,,Std_fV51amd3,114,TA_2R8KStqZ,manduca,first,Submission,C,11,,Yes,Yes,Yes,Yes,Yes,No,No,,"Supporting info for your prediction should be in the intro, while supporting info for your outcomes/results goes in the discussion. If these are the same thing, just think about how you frame this evidence. ",2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00735,R_1AqPUPTwBTsTR1H,714,,Std_fV51amd3,114,TA_2R8KStqZ,manduca,first,Submission,C,11,,Yes,Yes,Yes,Yes,Yes,No,No,,Think about your x-axis label. Is that really what the x-axis is showing?,3. Technical and Scientific,Specific info,Reflective,Within Report,Neutral,
Sp18.00736,R_1AqPUPTwBTsTR1H,715,,Std_fV51amd3,114,TA_2R8KStqZ,manduca,first,Submission,C,11,,Yes,Yes,Yes,Yes,Yes,No,No,,"This is all background info that should have been in the intro, although it is okay to bring up details of it here if you are relating them to your results. ",2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00737,R_1AqPUPTwBTsTR1H,716,,Std_fV51amd3,114,TA_2R8KStqZ,manduca,first,Submission,C,11,,Yes,Yes,Yes,Yes,Yes,No,No,,This is close enough to interpretation that you should save it for the discussion and not include it here. ,1. Basic Criteria,Specific info,Directive,Within Report,Neutral,
Sp18.00738,R_1AqPUPTwBTsTR1H,717,,Std_fV51amd3,114,TA_2R8KStqZ,manduca,first,Submission,C,11,,Yes,Yes,Yes,Yes,Yes,No,No,,This is not a useful table because it is does not demonstrate anything that would not be better demonstrated via graph. You don’t have to include tables for the sake of having a table. ,3. Technical and Scientific,Holistic,Directive,Within Report,Neutral,
Sp18.00739,R_1AqPUPTwBTsTR1H,718,,Std_fV51amd3,114,TA_2R8KStqZ,manduca,first,Submission,C,11,,Yes,Yes,Yes,Yes,Yes,No,No,,This sentence should say something about supporting your hypothesis (you want to establish this early in the discussion),2. Writing Quality,Specific info,Directive,Within Report,Neutral,
Sp18.00740,R_1AqPUPTwBTsTR1H,719,,Std_fV51amd3,114,TA_2R8KStqZ,manduca,first,Submission,C,11,,Yes,Yes,Yes,Yes,Yes,No,No,,"While your resource guide does ask you to identify dependent/independent variables, these are sufficiently implied in your hypothesis and statement(s) regarding the hormone you will test, so you do not actually need this extra sentence explicitly identifying them unless you wish to include it. ",4. Logic and Thinking,General info,Directive,Within Report,FLAG,
Sp18.00741,R_1AqPUPTwBTsTR1H,720,,Std_fV51amd3,114,TA_2R8KStqZ,manduca,first,Submission,C,11,,Yes,Yes,Yes,Yes,Yes,No,No,,"You need to specify that this is what the error bars represent. Your captions should describe what the graph shows (content), but you should save your discussion of specific patterns/trends on the graph for the corresponding sections of the results or discussion",3. Technical and Scientific,Specific info,Directive,Within Report,Neutral,
Sp18.00742,R_1B4mP1ThHOVmDSl,721,,Std_lP7MDo7i,114,TA_TaMqWbpv,manduca,first,Submission,F,14,,Yes,Yes,No,Yes,Yes,No,No,,[Johnson: 2018],3. Technical and Scientific,Copy Correction,Corrective,Within Report,Neutral,
